,売上高10%増フラグ,売上高成長率t+1,売上高t+1,売上高t,売上高t-1,売上高t-2,売上高成長率t,売上高成長率t-1,資産t,負債t,純資産t,営業利益t,当期純利益t,営業CFt,投資CFt,財務CFt,ROSt,ROAt,ROEt,ATt,LEVt,営業CF比率t,投資CF比率t,財務CF比率t,FCFt
ぐるなび,0,0.956738251,12296,12852,16181,30927,0.794264879,0.523199793,12107,3255,8851,-4786,-5768,-4646,-937,4994,-0.372393402,-0.476418601,-0.651677777,1.061534649,0.26885273,-0.361500156,-0.072906941,0.388577653,-5583
タカミヤ,0,1.052613065,41894,39800,38812,46065,1.025456045,0.842548573,59081,39744,19337,1682,965,4294,-2979,-588,0.042261307,0.016333508,0.049904328,0.673651428,0.672703576,0.107889447,-0.074849246,-0.014773869,1315
ＷＤＢホールディングス,0,1.015509333,47602,46875,44126,43108,1.062298871,1.023615106,33828,8032,25796,6314,4171,4025,-6104,-870,0.134698667,0.123300225,0.161691735,1.385686414,0.237436443,0.085866667,-0.130218667,-0.01856,-2079
宝ホールディングス,1,1.165317462,350665,300918,278443,281191,1.0807167,0.990227283,362438,137882,224555,43354,20769,16376,-10399,4133,0.144072472,0.057303594,0.092489591,0.830260624,0.380429204,0.054420141,-0.034557587,0.013734639,5977
養命酒製造,0,1.006618134,10647,10577,10383,10478,1.018684388,0.990933384,48614,6434,42179,996,949,1806,-1399,-551,0.094166588,0.019521126,0.022499348,0.21757107,0.132348706,0.170747849,-0.132268129,-0.052094167,407
ライフドリンク　カンパニー,1,1.191460869,30250,25389,22735,19481,1.11673631,1.167034546,17133,10889,6243,2251,2320,2922,-2133,438,0.088660443,0.135411195,0.37161621,1.481877079,0.635557112,0.115089212,-0.084012761,0.017251566,789
キーコーヒー,1,1.136817529,63298,55680,52602,62664,1.058514885,0.839429337,43429,12948,30481,405,742,861,-727,-466,0.007273707,0.017085358,0.024343033,1.282092611,0.298141795,0.015463362,-0.013056753,-0.008369253,134
日清オイリオグループ,1,1.286028865,556565,432778,336306,333416,1.286857802,1.00866785,344506,180192,164314,11670,8595,-26631,-9327,34473,0.026965326,0.024948767,0.052308385,1.256227758,0.523044591,-0.061535013,-0.021551465,0.079655158,-35958
不二製油グループ本社,1,1.284855162,557410,433831,364779,414727,1.189298178,0.879564147,416617,227122,189495,15008,11504,3537,-18807,9387,0.034594116,0.027612891,0.060708726,1.041318525,0.545157783,0.008152944,-0.043350982,0.021637458,-15270
Ｊ－オイルミルズ,1,1.292030305,260410,201551,164816,178196,1.222884914,0.924914139,161700,67176,94523,-21,1953,-16807,1917,10576,-0.000104192,0.012077922,0.020661638,1.246450216,0.415435993,-0.083388324,0.00951124,0.052473071,-14890
カワチ薬品,0,1.008620134,281871,279462,284492,270313,0.982319362,1.052454007,191721,87071,104649,7709,4830,6868,-4536,-4607,0.027585146,0.025192858,0.046154287,1.457649397,0.454154735,0.024575792,-0.016231187,-0.016485247,2332
ハードオフコーポレーション,1,1.103358224,27040,24507,21270,19350,1.152186178,1.099224806,18736,4985,13750,1530,1041,1484,-219,-899,0.062431142,0.055561486,0.075709091,1.308016652,0.266065329,0.060554127,-0.008936222,-0.036683397,1265
高千穂交易,1,1.123941493,23360,20784,20591,20616,1.009373027,0.99878735,20593,5568,15025,1024,878,1184,-393,-189,0.049268668,0.042635847,0.05843594,1.009274996,0.27038314,0.056966898,-0.018908776,-0.009093533,791
ゲオホールディングス,1,1.126981851,377300,334788,328358,305057,1.019582285,1.076382447,174375,97181,77193,8173,5985,-5731,-6694,5595,0.024412464,0.034322581,0.077532937,1.919931183,0.557310394,-0.017118296,-0.019994743,0.016712069,-12425
伊藤忠食品,0,1.049448469,642953,612658,656743,661244,0.932873285,0.993193133,236668,141418,95249,5887,4315,5240,1628,-1784,0.00960895,0.018232292,0.045302313,2.588681191,0.597537479,0.008552896,0.002657274,-0.002911902,6868
エレマテック,1,1.195010117,239774,200646,180218,175654,1.113351607,1.025982898,115332,55687,59645,8346,5374,4236,-599,-1710,0.041595646,0.046595914,0.090099757,1.739725315,0.482840842,0.021111809,-0.002985357,-0.008522472,3637
エディオン,0,1.009549321,720584,713768,768113,733575,0.929248691,1.047081757,377970,178489,199480,18796,13109,10576,-10518,-13245,0.026333487,0.034682647,0.065715861,1.888425007,0.4722306,0.014817139,-0.014735881,-0.01855645,58
あらた,0,1.040267791,891600,857087,834033,796227,1.027641592,1.047481434,271315,175143,96172,12743,9009,6545,-7205,-911,0.014867802,0.033204946,0.093675914,3.159010744,0.645533789,0.007636331,-0.008406381,-0.001062903,-660
トーメンデバイス,0,0.902336103,417621,462822,302385,260367,1.530571953,1.161379898,116990,77625,39364,10629,6379,5896,-183,-7597,0.022965633,0.054526028,0.162051621,3.956081716,0.663518249,0.012739239,-0.0003954,-0.016414518,5713
ＪＰホールディングス,0,1.03299101,35507,34373,33500,31719,1.026059701,1.056149311,34274,22299,11975,3344,2279,3884,413,1978,0.09728566,0.066493552,0.190313152,1.002888487,0.650609792,0.112995665,0.012015245,0.057545166,4297
あみやき亭,1,1.323409386,28538,21564,22137,31877,0.974115734,0.694450544,24546,4406,20140,-3382,627,1170,-808,-282,-0.156835467,0.025543877,0.031132075,0.878513811,0.179499715,0.054257095,-0.037469857,-0.013077351,362
東京エレクトロン　デバイス,1,1.335968028,240350,179907,143268,135394,1.255737499,1.058156196,107801,75783,32018,8131,5085,-891,-155,606,0.045195573,0.047170249,0.158816915,1.668880623,0.702989768,-0.004952559,-0.000861556,0.003368407,-1046
円谷フィールズホールディングス,1,1.234193888,117125,94900,38796,66587,2.446128467,0.58263625,70001,38449,31551,3444,2471,7980,-1586,1385,0.036290832,0.035299496,0.078317644,1.355694919,0.549263582,0.084088514,-0.016712329,0.01459431,6394
アルフレッサ　ホールディングス,0,1.042707365,2696069,2585643,2610427,2698511,0.990505768,0.967358295,1303991,832156,471835,29091,32182,36546,2304,-29151,0.011250973,0.024679618,0.068206047,1.982868747,0.638160846,0.014134202,0.000891074,-0.011274178,38850
キッコーマン,1,1.19839478,618899,516440,439411,439627,1.175300573,0.999508674,503061,139153,363907,50682,38903,52093,-16105,-17900,0.098137247,0.07733257,0.106903687,1.026595184,0.276612578,0.100869414,-0.031184649,-0.034660367,35988
味の素,1,1.182486928,1359115,1149370,1071453,1100039,1.072720875,0.974013649,1457060,717316,739744,124572,75725,145576,-61567,-123055,0.108382853,0.051971092,0.102366494,0.788828188,0.49230368,0.126657212,-0.053565867,-0.107063,84009
ブルドックソース,0,1.017218045,13529,13300,17708,17235,0.751072961,1.027444154,29763,9623,20139,651,716,1127,-1192,-413,0.048947368,0.024056715,0.035552907,0.446863555,0.323320902,0.084736842,-0.08962406,-0.031052632,-65
ハウス食品グループ本社,0,1.08553748,275060,253386,250066,293682,1.013276495,0.851485621,382021,83454,298567,19227,13956,16140,-10398,-10068,0.075880278,0.036532023,0.046743277,0.663277673,0.218453959,0.063697284,-0.041036206,-0.039733845,5742
アリアケジャパン,0,1.057731019,55698,52658,49684,52329,1.059858304,0.949454413,119964,13625,106338,10682,7708,8302,7058,-2478,0.202856166,0.064252609,0.072485847,0.438948351,0.113575739,0.157658855,0.134034715,-0.047058377,15360
ニチレイ,0,1.098736345,662204,602696,572757,584858,1.052271731,0.979309508,427606,209703,217903,31410,23382,34660,-26016,-14179,0.052115826,0.054681178,0.107304626,1.409465723,0.490411734,0.057508263,-0.043166041,-0.023525957,8644
東洋水産,1,1.20551045,435786,361495,340841,416031,1.06059717,0.819268276,454670,87525,367145,29737,22414,33293,-27308,-9596,0.082261165,0.049297293,0.061049449,0.795071151,0.192502254,0.092098093,-0.075541847,-0.026545319,5985
日清食品ホールディングス,1,1.174692218,669248,569722,506107,468879,1.125694764,1.079397883,683423,238832,444590,46614,35412,52936,-3468,-44449,0.081818852,0.05181564,0.079650914,0.833630124,0.349464387,0.092915492,-0.006087179,-0.078018753,49468
永谷園ホールディングス,1,1.157649254,110449,95408,102611,105063,0.929802848,0.976661622,91859,56169,35689,4819,3441,5285,-4096,-1260,0.050509391,0.037459585,0.096416263,1.0386353,0.611469753,0.055393678,-0.04293141,-0.01320644,1189
フジッコ,0,0.978955587,53915,55074,64204,66171,0.857797022,0.970273987,80136,10502,69634,3152,2115,5101,-3330,-2867,0.057232088,0.026392633,0.030373094,0.687256664,0.131052211,0.092620837,-0.060464103,-0.052057232,1771
ケンコーマヨネーズ,0,1.088780784,82363,75647,68502,74480,1.104303524,0.919736842,61760,25221,36539,1616,1211,3757,-419,-3281,0.021362381,0.019608161,0.033142669,1.224854275,0.408371114,0.049664891,-0.005538885,-0.043372507,3338
なとり,0,0.999977824,45093,45094,49041,47974,0.919516323,1.022241214,41388,17982,23406,2272,1557,3669,-2176,-246,0.050383643,0.0376196,0.066521405,1.089542863,0.434473761,0.081363374,-0.048254757,-0.005455271,1493
紀文食品,0,1.065401248,105691,99203,99851,102252,0.99351033,0.976518797,63514,49331,14182,3809,1898,155,-871,4044,0.038396016,0.029883175,0.133831618,1.561907611,0.776694902,0.001562453,-0.008779976,0.040764896,-716
ＳＲＥホールディングス,1,1.366121426,18541,13572,7339,3850,1.84929827,1.906233766,23018,13220,9798,1391,892,-7305,-1637,9305,0.102490421,0.038752281,0.091038988,0.58962551,0.574333131,-0.538240495,-0.120615974,0.685602711,-8942
グンゼ,0,1.094245218,136030,124314,123649,140311,1.005378127,0.88124951,158216,43425,114790,4880,2939,9155,6806,-12358,0.039255434,0.018575871,0.025603276,0.785723315,0.274466552,0.073644159,0.05474846,-0.09940956,15961
クオールホールディングス,0,1.023086782,170036,166199,161832,165411,1.026984774,0.978362987,95984,52103,43881,9855,5489,10112,-3087,-10006,0.059296386,0.057186614,0.125088307,1.731528171,0.542830055,0.060842725,-0.018574119,-0.060204935,7025
アルコニックス,1,1.141068298,178333,156286,214987,232242,0.726955583,0.9257025,176437,119106,57331,11020,7507,-3329,-3257,5760,0.070511754,0.042547765,0.130941376,0.885789262,0.675062487,-0.021300692,-0.020839998,0.036855508,-6586
マツキヨココカラ＆カンパニー,1,1.303133421,951247,729969,544737,590593,1.340039322,0.922356005,652524,192393,460130,41091,34377,39812,-15485,-20337,0.056291432,0.05268312,0.074711495,1.11868529,0.294844328,0.054539302,-0.02121323,-0.027860087,24327
ＺＯＺＯ,1,1.103634799,183423,166199,147402,125517,1.127522015,1.174358852,127276,72177,55099,49656,34492,39895,-1283,-34823,0.298774361,0.271001603,0.626000472,1.305815708,0.567090418,0.240043562,-0.007719661,-0.20952593,38612
三越伊勢丹ホールディングス,1,1.165103337,487407,418338,816009,1119191,0.512663463,0.729106113,1168574,650914,517660,5940,12338,37914,-17371,-39927,0.014199045,0.010558167,0.023834177,0.357990166,0.557015645,0.090630065,-0.04152384,-0.095441963,20543
東洋紡,0,1.064412328,399921,375720,337406,339607,1.11355459,0.993518979,517774,320626,197149,28430,12865,17097,-24608,-1729,0.075668051,0.024846748,0.065255213,0.725644779,0.619239282,0.045504631,-0.065495582,-0.004601831,-7511
ユニチカ,0,1.02814851,117942,114713,110375,119537,1.039302378,0.923354275,191399,148328,43071,6005,2223,8666,-8989,-4212,0.052348034,0.011614481,0.051612454,0.599339599,0.774967476,0.075545056,-0.078360779,-0.036717722,-323
富士紡ホールディングス,0,1.048808331,37669,35916,36932,38701,0.972489982,0.954290587,58531,18034,40497,5877,4455,9107,-3928,-1456,0.163631808,0.076113512,0.110008149,0.61362355,0.308110232,0.253563871,-0.109366299,-0.040539036,5179
クラボウ,1,1.161154181,153522,132215,122184,142926,1.082097492,0.85487595,167285,69870,97415,7528,5602,9246,-3341,-14065,0.056937564,0.03348776,0.057506544,0.790357773,0.417670443,0.069931551,-0.025269447,-0.10637976,5905
ダイワボウホールディングス,1,1.183389672,903918,763838,1043534,944053,0.731972317,1.105376499,356203,220030,136173,24059,16988,28165,-2926,-10724,0.031497516,0.047691906,0.124753071,2.144389576,0.617709564,0.036873002,-0.003830655,-0.014039626,25239
シキボウ,0,1.062321278,37893,35670,33519,38037,1.064172559,0.881220916,81596,49787,31808,1356,49,2988,-654,-3791,0.038015139,0.00060052,0.001540493,0.437153782,0.610164714,0.083767872,-0.018334735,-0.106279787,2334
日東紡,0,1.041379639,87529,84051,78727,85722,1.0676261,0.918399011,187289,76651,110638,7268,6519,6965,-17305,-1530,0.086471309,0.03480717,0.058921889,0.448777024,0.409265894,0.082866355,-0.205886902,-0.018203234,-10340
トヨタ紡織,1,1.128449732,1604036,1421451,1272140,1372616,1.117369944,0.926799629,964740,540904,423835,60290,39260,122933,-40893,-48664,0.042414406,0.040694902,0.092630387,1.473403197,0.560673342,0.086484163,-0.028768491,-0.03423544,82040
マクニカホールディングス,1,1.351052672,1029263,761823,553962,521193,1.375226099,1.062873062,362584,182819,179764,36707,25798,-15534,-1653,14368,0.048183108,0.071150409,0.14351038,2.101093816,0.504211438,-0.020390563,-0.002169795,0.018860024,-17187
グリムス,1,1.350077413,31392,23252,19311,15489,1.204080576,1.246755762,13617,5649,7968,2450,2158,-619,-1145,-924,0.10536728,0.158478373,0.270833333,1.707571418,0.414849086,-0.026621366,-0.049243076,-0.039738517,-1764
バイタルケーエスケー・ホールデ,0,1.004370731,579772,577249,537030,562505,1.074891533,0.954711514,313033,212991,100041,2945,4770,7487,-2013,-8486,0.005101784,0.01523801,0.047680451,1.844051586,0.680410692,0.012970139,-0.00348723,-0.014700762,5474
八洲電機,0,1.003864219,60270,60038,59194,70190,1.014258202,0.843339507,50934,27888,23046,2123,1527,1721,-759,-298,0.035360938,0.029979974,0.066258787,1.178741116,0.5475321,0.028665179,-0.012641993,-0.004963523,962
レスター,1,1.219072049,487129,399590,323815,379548,1.234007072,0.853159548,241958,160301,81657,7588,5957,-26625,-16167,34488,0.018989464,0.024619975,0.072951492,1.651484968,0.662515809,-0.066630797,-0.04045897,0.086308466,-42792
ＴＯＫＡＩホールディングス,0,1.092547854,230190,210691,196726,195952,1.070987058,1.003949947,184473,105527,78946,15794,8969,20808,-14592,-6905,0.07496286,0.048619581,0.113609303,1.14212378,0.572045774,0.098760744,-0.069257823,-0.032773113,6216
シュッピン,0,1.049823948,45618,43453,33960,34658,1.279534747,0.97986035,14407,8937,5469,3140,2207,1297,-390,-1560,0.072261984,0.153189422,0.403547266,3.016103283,0.620323454,0.029848342,-0.008975215,-0.035900858,907
オイシックス・ラ・大地,0,1.014981141,115176,113476,100061,71040,1.134068218,1.408516329,52634,28762,23872,4171,2727,924,-4110,636,0.036756671,0.051810617,0.114234249,2.155944827,0.546452863,0.008142691,-0.036219112,0.005604709,-3186
ウイン・パートナーズ,0,1.067222967,70854,66391,62123,64537,1.068702413,0.9625951,41564,19843,21721,2762,1831,2622,-2894,-1276,0.041602024,0.044052545,0.084296303,1.597319796,0.477408334,0.039493305,-0.043590246,-0.019219473,-272
綿半ホールディングス,1,1.172917031,134299,114500,114790,120187,0.997473648,0.955094977,69551,50205,19345,2401,2204,-1632,-4010,4786,0.020969432,0.031688976,0.113931248,1.646273957,0.721844402,-0.014253275,-0.035021834,0.041799127,-5642
ヨシックスホールディングス,1,1.991492833,17089,8581,9697,18709,0.88491286,0.518306697,11787,3540,8247,-2675,1856,1645,-469,-154,-0.311735229,0.15746161,0.225051534,0.72800543,0.300330873,0.191702599,-0.054655635,-0.017946626,1176
野村不動産ホールディングス,0,1.015015914,654735,645049,580660,676495,1.110889333,0.858335982,2040506,1419107,621398,91210,55312,52793,-46277,-9619,0.141400111,0.027107002,0.089012195,0.31612208,0.695468183,0.081843395,-0.071741837,-0.014912045,6516
三重交通グループホールディング,1,1.10400588,93124,84351,81179,103926,1.039074145,0.781123107,165153,116758,48394,2996,2210,8732,-5152,-3858,0.035518251,0.013381531,0.045666818,0.510744582,0.70696869,0.103519816,-0.061078114,-0.045737454,3580
フージャースホールディングス,0,0.996781575,79286,79542,80222,85231,0.991523522,0.941230304,127905,88945,38960,6694,3068,20259,-4172,-9896,0.084156798,0.023986553,0.078747433,0.621883429,0.695398929,0.254695632,-0.052450278,-0.12441226,16087
東急不動産ホールディングス,0,1.01697287,1005836,989049,907735,963198,1.089579007,0.942417862,2634343,1991044,643298,83817,35133,76453,-31786,-81273,0.084745043,0.013336532,0.05461388,0.375444276,0.75580287,0.077299507,-0.032137943,-0.082172875,44667
飯田グループホールディングス,0,1.038049274,1439765,1386991,1456199,1402019,0.952473529,1.038644269,1708668,772837,935831,153306,103381,3115,-24726,32511,0.110531359,0.060503854,0.110469732,0.811738149,0.452303783,0.002245869,-0.01782708,0.02343995,-21611
日本コークス工業,1,1.395722911,174062,124711,87883,107408,1.419057156,0.81821652,128767,71423,57343,12253,7380,4608,-4162,-1074,0.098251157,0.057312821,0.128699231,0.968501246,0.55466851,0.036949427,-0.033373159,-0.008611911,446
日本調剤,0,1.046514269,313318,299392,278951,268520,1.073278103,1.038846268,178753,125876,52876,6589,3705,19411,-9313,-17448,0.022007936,0.020726925,0.070069597,1.67489217,0.70418958,0.064834732,-0.031106376,-0.05827811,10098
シップヘルスケアホールディング,1,1.11263082,572285,514353,497156,484395,1.034590752,1.026344203,335074,212756,122318,20505,12172,12428,-3870,-8842,0.039865618,0.036326304,0.09951111,1.535043005,0.634952279,0.024162394,-0.007524016,-0.017190529,8558
ソフトクリエイトホールディング,1,1.142608122,24253,21226,24238,23811,0.875732321,1.017932888,22794,7599,15194,4030,2363,3859,-1695,-2528,0.189861491,0.103667632,0.155521917,0.931209968,0.333377205,0.181805333,-0.079854895,-0.119099218,2164
明治電機工業,0,1.047203649,70947,67749,63910,80408,1.060068847,0.794821411,44666,17337,27328,2008,1780,1136,-710,489,0.029638814,0.039851341,0.06513466,1.516791295,0.388147584,0.016767775,-0.010479859,0.007217819,426
スターティアホールディングス,1,1.249391044,20004,16011,13324,12778,1.201666166,1.042729692,11378,7145,4233,344,958,-118,-359,276,0.021485229,0.084197574,0.226317033,1.407189313,0.627966251,-0.007369933,-0.022422085,0.017238149,-477
